id	lang	scale	placement	tags	det_lang	det_prob	lang_ok	wer	errs	nwords	tag_leak	text	hyp
chapter_de_arc_20	de	chapter	per_sentence	['soft', 'fearful', 'trembling voice', 'surprised', 'happy']	de	1.0	True	0.013100436681222707	3	229	False	[soft] Der Leuchtturm war seit elf Jahren automatisiert, aber im Wärterhaus stand noch die alte Einrichtung, und jedes Frühjahr kam jemand von der Stiftung heraus, um das Dach zu prüfen und die Räume zu lüften. [soft] In jenem Jahr war es Ruth, weil niemand sonst die Bootsfahrt machen wollte, und sie landete an einem flachen grauen Morgen, als sich die See kaum bewegte. [fearful] Am zweiten Nachmittag fand sie das Logbuch, eingeklemmt hinter einer aufgequollenen Schublade, und der letzte Eintrag war auf drei Wochen nach dem Tag datiert, an dem der Turm längst leer gewesen sein sollte. [trembling voice] Die Handschrift war oben auf der Seite noch ruhig und unten deutlich weniger ruhig, und sie beschrieb ein Unwetter, das es laut den Aufzeichnungen vom Festland nie gegeben hatte. [fearful] Sie las den Eintrag zweimal, legte das Buch weg und wurde sich sehr genau bewusst, wie weit das Boot entfernt war und dass das einzige andere Geräusch die Möwen waren. [surprised] Dann blätterte sie um und fand eine zweite Handschrift, sauber und ohne Eile, die erklärte, der erste Schreiber sei ihr Großvater gewesen, der Sturm habe stattgefunden, und das Festland habe schlicht die Unterlagen verloren. [happy] Ruth saß mit dem aufgeschlagenen Buch auf der Türschwelle, bis das Licht ging, und las einen Mann, den sie nie getroffen hatte, über ein Meer schreiben, das sie an diesem Morgen überquert hatte. Das Dach, entschied sie, konnte noch einen Tag warten.	Der Leuchtturm war seit elf Jahren automatisiert, aber im Wärtehaus stand noch die alte Einrichtung. Und jedes Frühjahr kam jemand von der Stiftung heraus, um das Dach zu prüfen und die Räume zu lüften. In jenem Jahr war es Ruht, weil niemand sonst die Bootsfahrt machen wollte. Und sie landete an einem flachen grauen Morgen, als sich die See kaum bewegte. Am zweiten Nachmittag fand sie das Logbuch eingeklemmt hinter einer aufgequollenen Schublade. Und der letzte Eintrag war auf drei Wochen nach dem Tag datiert, an dem der Turm längst leer gewesen sein sollte. Die Handschrift war oben auf der Seite noch ruhig und unten deutlich weniger ruhig. Und sie beschrieb ein Unwetter, das es laut den Aufzeichnungen vom Festland nie gegeben hatte. Sie las den Eintrag zweimal, legte das Buch weg und wurde sich sehr genau bewusst, wie weit das Boot entfernt war und dass das einzige andere Geräusch die Möwen waren. Dann blätterte sie um und fand eine zweite Handschrift, sauber und ohne Eile, die erklärte, der erste Schreiber sei ihr Großvater gewesen. Der Sturm habe stattgefunden und das Festland habe schlicht die Unterlagen verloren. Ruht saß mit dem aufgeschlagenen Buch auf der Türschwelle, bis das Licht ging und las einen Mann, den sie nie getroffen hatte, über ein Meer schreiben, das sie an diesem Morgen überquert hatte. Das Dach entschied sie, konnte noch einen Tag warten.
reply_de_trailing_trembling_20	de	reply	trailing	['trembling voice']	de	0.9990234375	True	0.0	0	31	False	Ich hatte die ganze Rede aufgeschrieben, ich hatte sie im Auto geübt, und dann stand ich auf, sah sie alle an, wie sie mich ansahen, und jedes einzelne Wort war weg. [trembling voice]	Ich hatte die ganze Rede aufgeschrieben, ich hatte sie im Auto geübt, und dann stand ich auf, sah sie alle an, wie sie mich ansahen, und jedes einzelne Wort war weg.
reply_de_leading_soft_20	de	reply	leading	['soft']	de	0.99951171875	True	0.0	0	30	False	[soft] Sie ist nach zehn Minuten Film eingeschlafen, die Fernbedienung noch in der Hand. Ich wollte sie nicht wecken, also habe ich leiser gestellt und den Rest allein zu Ende geschaut.	Sie ist nach zehn Minuten Film eingeschlafen, die Fernbedienung noch in der Hand. Ich wollte sie nicht wecken, also habe ich leiser gestellt und den Rest allein zu Ende geschaut.
reply_de_mid_gasp_20	de	reply	mid	['gasp']	de	0.99951171875	True	0.034482758620689655	1	29	False	Er griff ganz unten in den Werkzeugkasten nach einem Schraubenschlüssel und [gasp] zog die Uhr seines Großvaters heraus, die die Familie seit dem Umzug vor dreißig Jahren für verloren hielt.	Er griff ganz unten in den Werkzeugkasten nach einem Schraubenschlüssel und zog die Uhr seines Großvaters heraus, die die Familie seit dem Umzug vor 30 Jahren für verloren hielt.
reply_de_multi_tense_hopeful_30	de	reply	multi	['trembling voice', 'soft', 'excited']	de	0.99853515625	True	0.025	1	40	False	[trembling voice] Der Motor sprang nicht an, und wir waren vierzig Kilometer von der nächsten Ortschaft entfernt. [soft] Ich habe mich auf die Stoßstange gesetzt und versucht, ruhig nachzudenken. [excited] Und dann kam ein Landwirt um die Kurve, mit einem Starthilfekabel auf dem Beifahrersitz.	Der Motor sprang nicht an und wir waren 40 Kilometer von der nächsten Ortschaft entfernt. Ich habe mich auf die Stoßstange gesetzt und versucht, ruhig nachzudenken. Und dann kam ein Landwirt um die Kurve mit einem Starthilfekabel auf dem Beifahrersitz.
chapter_de_arc_21	de	chapter	per_sentence	['excited', 'angry', 'sad', 'soft', 'happy']	de	0.99951171875	True	0.026785714285714284	6	224	False	[excited] Die Bäckerei öffnete an einem Dienstag ohne Schild über der Tür, weil das Schild sich verspätet hatte, und um neun Uhr morgens stand die Schlange trotzdem bis zur Ecke. [excited] Es hatte sich vierzehn Tage lang in der Siedlung herumgesprochen, und die Hälfte der Leute in dieser Schlange hatte Dembe jeden Abend nach seiner Schicht durch das Fenster schrubben sehen. [angry] Um elf kam der Prüfer vom Amt und teilte ihm mit, die Abluftanlage sei nicht abgenommen, die Unterlagen, die man ihm im März zugesagt hatte, seien nie eingereicht worden, und er müsse schließen. [angry] Dembe wies ruhig darauf hin, dass er sechsmal im Amt angerufen hatte, dass er einen Ordner mit datierten Schreiben besaß, und dass die Schlange draußen währenddessen weiterwuchs. [sad] Es half nichts. Er stellte den Ofen um zwölf ab, ging auf den Gehweg hinaus und erklärte ungefähr sechzig Menschen, dass es doch kein Brot geben würde. [soft] Eine ältere Frau vorne sagte, sie komme dann eben am Donnerstag wieder, und der Mann hinter ihr sagte dasselbe, und so ging es die Reihe entlang, bis die Straße still war. [soft] Den Nachmittag verbrachte er zwischen den auskühlenden Blechen, den Ordner vor sich, und schrieb ein siebtes Schreiben, sorgfältiger als die ersten sechs. [happy] Die Abnahme kam am Freitag der folgenden Woche, und als er am Samstagmorgen die Tür öffnete, stand die Schlange schon da, und sie war länger.	Die Bäckerei öffnete an einem Dienstag ohne Schild über der Tür, weil das Schild sich verspätet hatte, und um neun Uhr morgens stand die Schlange trotzdem bis zur Ecke. Es hatte sich vierzehn Tage lang in der Siedlung herumgesprochen, und die Hälfte der Leute in dieser Schlange hatte Dembe jeden Abend nach seiner Schicht durch das Fenster schoben sehen. Um elf kam der Prüfer vom Amt und teilte ihm mit, die Abluftanlage sei nicht abgenommen, die Unterlagen, die man ihm im März zugesagt hatte, seien nie eingereicht worden, und er müsse schließen. Dembe wies ruhig darauf hin, dass er sechsmal im Amt angerufen hatte, dass er einen Ordner mit datierten Schreiben besaß, und dass die Schlange draußen währenddessen weiter wuchs. Es half nichts. Er stellte den Ofen um zwölf ab. Er ging auf den Gehweg hinaus und erklärte ungefähr sechzig Menschen, dass es doch kein Brot geben würde. Eine ältere Frau vorne sagte, sie komme dann eben am Donnerstag wieder, und der Mann hinter ihr sagte dasselbe, und so ging es die Reihe entlang, bis die Straße still war. Den Nachmittag verbrachte er zwischen den auskühlenden Blechen den Ordner vor sich und schrieb ein siebtes Schreiben. Sorgfältiger als die Zeit. Die ersten sechs. Die Abnahme kam am Freitag der folgenden Woche, und als er am Samstagmorgen die Tür öffnete, stand die Schlange schon da, und sie war länger.
reply_de_trailing_soft_20	de	reply	trailing	['soft']	de	0.99951171875	True	0.0	0	26	False	Wir sind die Hafenstraße zurückgelaufen, die Boote schlugen leise gegen die Stege, und keiner von uns hat lange etwas gesagt. Es musste auch nicht gesagt werden. [soft]	Wir sind die Hafenstraße zurückgelaufen, die Boote schlugen leise gegen die Stege, und keiner von uns hat lange etwas gesagt. Es musste auch nicht gesagt werden.
reply_de_leading_fearful_20	de	reply	leading	['fearful']	de	1.0	True	0.0	0	34	False	[fearful] In der ganzen Straße ging auf einmal das Licht aus. Kein Summen vom Kühlschrank, keine Laternen, gar nichts. Und dann hörte ich das Gartentor aufgehen, und mir fiel ein, dass ich es abgeschlossen hatte.	in der ganzen straße ging auf einmal das licht aus kein summen vom kühlschrank keine laternen gar nichts und dann hörte ich das gartentor aufgehen und mir fiel ein daß ich es abgeschlossen hatte
reply_de_mid_soft_20	de	reply	mid	['soft']	de	0.9912109375	True	0.0	0	29	False	Die Hebamme hat uns gezeigt, wie man ihn hält, eine Hand unter den Kopf, und [soft] dann haben alle den Raum verlassen und wir waren zum ersten Mal zu dritt.	Die Hebamme hat uns gezeigt, wie man ihn hält, eine Hand unter den Kopf. Und dann haben alle den Raum verlassen und wir waren zum ersten Mal zu dritt.
chapter_de_arc_22	de	chapter	per_sentence	['soft', 'sad', 'angry', 'trembling voice', 'happy']	de	0.99951171875	True	0.15458937198067632	32	207	False	[soft] Meine Großmutter hat jeden Brief aufgehoben, den mein Großvater ihr von See geschickt hat, der Reihe nach, in einer Keksdose, die für den Rest ihres Lebens schwach nach Ingwer roch. [soft] Sie las sie abwechselnd, ein paar in jedem Winter, und sie hat nie einen davon jemandem vorgelesen. [sad] Als sie starb, ging die Dose an meine Tante, und meine Tante stellte sie mit den Möbeln in ein Lager in Croydon, und dann wurde das Lager geräumt. [angry] Niemand hat uns Bescheid gesagt. Die Firma schickte die Mitteilung an eine Adresse, die meine Tante vier Jahre zuvor verlassen hatte, wartete die gesetzliche Frist ab und entsorgte den Inhalt vollkommen rechtmäßig. [angry] Ich habe eine Woche lang telefoniert und mir höflich und wiederholt sagen lassen, dass alles korrekt abgelaufen sei, was stimmte und überhaupt nicht half. [trembling voice] Womit ich nicht zurechtkam, war, dass diese Briefe zwei Kriege, neun Umzüge und ein Hochwasser überstanden hatten und an einem ungeöffneten Umschlag gescheitert sind. [soft] Und dann fand meine Cousine im März vier davon in einem Gesangbuch, das an eine andere Verwandte gegangen war, ungelesen, flach hinter dem Rückendeckel. [happy] Vier von sicher zweihundert. Wir haben noch am selben Nachmittag jede Seite fotografiert, alles doppelt gesichert und jedem in der Familie einen Ausdruck geschickt, der ihn haben wollte.	Meine Großmutter hat jeden Brief aufgehoben, den mein Großvater ihr von See geschickt hat, der Reihe nach in einer Keksdose, die für den Rest ihres Lebens schwach nach Ingwer roch. Sie las sie abwechselnd, ein paar in jedem Winter, und sie hat nie einen davon jemandem vorgelesen. Als sie starb, ging die Dose an meine Tante, und meine Tante stellte sie mit den Möbeln in ein Lager in Crodden, und dann wurde das Lager geräumt. Niemand hat uns Bescheid gesagt. Die Firma schickte die Mitteilung an eine Adresse, die meine Tante vier Jahre zuvor verlassen hatte, wartete die gesetzliche Frist ab und entsorgte den Inhalt vollkommen rechtmäßig. Ich habe eine Woche lang telefoniert und mir höflich und wiederholt sagen lassen, dass alles, was ich in meinem Leben gemacht habe, nicht mehr in Ordnung ist. Ich habe eine Woche lang telefoniert und mir höflich und wiederholt sagen lassen, dass alles korrekt abgelaufen sei, was stimmte und überhaupt nicht half, womit ich nicht zurechtkam, war, dass diese Briefe zwei Kriege, neun Umzüge und ein Hochwasser überstanden hatten und an einem ungeöffneten Umschlag gescheitert sind. Und dann fand meine Cousine im März vier davon in einem Gesangbuch, das an eine andere Verwandte gegangen war, ungelesen, flach hinter dem Rückendeckel. Vier von sicher zweihundert. Wir haben noch am Sonntag. Wir haben am selben Nachmittag jede Seite fotografiert, alles doppelt gesichert und jedem in der Familie einen Ausdruck geschickt, der ihn haben wollte.
reply_de_trailing_surprised_30	de	reply	trailing	['surprised']	de	0.99951171875	True	0.0	0	30	False	Wir hatten das billigste Zimmer gebucht, ganz hinten, ohne Aussicht, ohne Balkon. Beim Einchecken haben sie uns kommentarlos hochgestuft, und ich habe es erst gemerkt, als ich die Vorhänge aufzog. [surprised]	Wir hatten das billigste Zimmer gebucht, ganz hinten, ohne Aussicht, ohne Balkon. Beim Einchecken haben sie uns kommentarlos hochgestuft und ich habe es erst gemerkt, als ich die Vorhänge aufzog.
reply_de_leading_whispers_20	de	reply	leading	['whispers']	de	1.0	True	0.0	0	32	False	[whispers] Beweg dich noch nicht. Da steht ein Reh am Waldrand, direkt hinter der umgestürzten Birke, und es hat uns noch nicht bemerkt. Wenn wir ganz still bleiben, kommt vielleicht das Kitz nach.	Beweg dich noch nicht. Da steht ein Reh am Waldrand, direkt hinter der umgestürzten Birke und es hat uns noch nicht bemerkt. Wenn wir ganz still bleiben, kommt vielleicht das Kitz nach.
reply_de_mid_chuckle_30	de	reply	mid	['chuckle']	de	0.99951171875	True	0.025	1	40	False	Er hat darauf bestanden, den Wasserhahn selbst repariert zu haben, hat mir sogar den Beleg für die Teile gezeigt, und [chuckle] in dem Moment, in dem ich ihn aufdrehte, blieb mir das ganze Ding in der Hand und traf die Decke.	Er hat darauf bestanden, den Wasserhahn selbst repariert zu haben, hat mir sogar den Beleg für die Teile gezeigt und in dem Moment, in dem ich ihn auftrete, blieb mir das ganze Ding in der Hand und traf die Decke.
chapter_de_arc_23	de	chapter	per_sentence	['fearful', 'fast', 'surprised', 'soft', 'laugh']	de	0.99951171875	True	0.017241379310344827	3	174	False	[fearful] Der Feueralarm ging um vier Uhr morgens los, in einem Hotel, in dem keiner von uns die Landessprache sprach und die Beschilderung im Flur, freundlich gesagt, mehrdeutig war. [fast] Ich bekam die Tür auf, holte meinen Bruder aus dem zweiten Bett, griff die Pässe vom Schreibtisch, weil meine Hände offenbar entschieden hatten, dass das jetzt wichtig ist, und wir gingen elf Stockwerke barfuß hinunter. [fast] Das halbe Haus stand schon auf dem Parkplatz, in Bettdecken gewickelt, und niemand fand jemanden vom Personal, den man hätte fragen können. [surprised] Nach etwa zwanzig Minuten kam eine sehr ruhige Mitarbeiterin heraus und erklärte in sorgfältigem Englisch, ein Gast im vierten Stock habe unter einem Melder geraucht, und es habe zu keinem Zeitpunkt gebrannt. [soft] Es entstand eine lange Pause, in der vierhundert Menschen das verarbeiteten. [soft] Dann fing irgendwo hinten jemand an zu lachen, und es lief in ungefähr zehn Sekunden über den ganzen Parkplatz. [laugh] Mein Bruder sah auf das, was er in der Hand hielt, nämlich die Fernbedienung, und konnte weder mir noch sich selbst erklären, warum er sie mitgenommen hatte.	Der Feueralarm ging um vier Uhr morgens los, in einem Hotel, in dem keiner von uns die Landessprache sprach und die Beschilderung im Flur, freundlich gesagt, mehrdeutig war. Ich bekam die Tür auf, holte meinen Bruder aus dem zweiten Bett, griff die Pässe vom Schreibtisch, weil meine Hände offenbar entschieden hatten, dass das jetzt wichtig ist, und wir gingen elf Stockwerke barfuß hinunter. Das halbe Haus stand schon auf dem Parkplatz, in Bettdecken gewickelt, und niemand fand jemanden vom Personal, den man hätte fragen können. Nach etwa zwanzig Minuten kam eine sehr ruhige Mitarbeiterin heraus und erklärte in sorgfältigem Englisch, ein Gast im vierten Stock habe unter einem Melder geraucht, und es habe zu keinem Zeitpunkt gebrannt. Es entstand eine lange Pause, in der vierhundert Menschen das verarbeiteten. Dann fing irgendwo hinten jemand an zu lachen, und es lief in Unruhe. Ich war ungefähr zehn Sekunden über den ganzen Parkplatz. Mein Bruder sah auf das, was er in der Hand hielt, nämlich die Fernbedienung, und konnte weder mir noch sich selbst erklären, warum er sie mitgenommen hatte.
reply_de_leading_sarcastic_20	de	reply	leading	['sarcastic']	de	0.99853515625	True	0.0	0	35	False	[sarcastic] Ganz hervorragendes Timing. Die Heizung fällt genau in der Woche aus, in der es kalt wird, der Installateur kann frühestens Donnerstag, und die Notfallnummer spielt mir eine Ansage vor, wie wichtig ich als Kunde bin.	Ganz hervorragendes Timing. Die Heizung fällt genau in der Woche aus, in der es kalt wird, der Installateur kann frühestens Donnerstag und die Notfallnummer spielt mir eine Ansage vor, wie wichtig ich als Kunde bin.
chapter_de_arc_24	de	chapter	per_sentence	['soft', 'excited', 'angry', 'sad', 'happy']	de	0.9990234375	True	0.04265402843601896	9	211	False	[soft] Das Dorfgemeinschaftshaus war seit Januar für die Ausstellung gebucht, ein langer Raum mit schlechtem Licht und einem Boden, der vierzig Jahre Federball gesehen hatte. [excited] Priya hatte drei Monate lang Fotografien zusammengetragen, war von Tür zu Tür gegangen und hatte Alben von Leuten geliehen, die sie außerhalb der Familie noch nie jemandem gezeigt hatten. [excited] Bis Freitag hingen zweihundertelf Abzüge an den Wänden, nach Jahrzehnten geordnet, und am Ende stand ein Tisch für alle, die mit Bleistift eine Bildunterschrift ergänzen wollten. [angry] Am Samstagmorgen teilte ihr der Vorstand mit, der Brandschutzbeauftragte sei da gewesen, die Stellwände versperrten einen zweiten Ausgang, und alles an der Ostwand müsse vor der Eröffnung abgehängt werden. [angry] Das waren sechzig Fotografien, die kompletten Siebzigerjahre, und die Menschen darauf kamen um elf. [sad] Sie hat sie selbst abgenommen, eine nach der anderen, und mit dem Bild nach oben auf der Bühne gestapelt, wo sie niemand sehen würde. [soft] Dann fragte ein Mann, den sie nicht kannte, was in dem Stapel sei, hörte sich die ganze Geschichte an und ging hinaus zu seinem Transporter. [happy] Er kam mit acht Klappstaffeleien aus dem Hochzeitsgeschäft seiner Schwester zurück, und um fünf nach elf standen die kompletten Siebzigerjahre mitten im Raum, sodass die Leute um sie herumgehen mussten, was hinterher alle für die von vornherein bessere Lösung hielten.	Das Dorfgemeinschaftshaus war seit Januar für die Ausstellung gebucht, ein langer Raum mit schlechtem Licht und einem Boden, der 40 Jahre Federball gesehen hatte. Priya hatte drei Monate lang Fotografien zusammengetragen, war von Tür zu Tür gegangen und hatte Alben von Leuten geliehen, die sie außerhalb der Familie noch nie jemandem gezeigt hatten. Bis Freitag hingen 211 Abzüge an den Wänden, nach Jahrzehnten geordnet, und am Ende stand ein Tisch für alle, die mit Bleistift eine Bildunterschrift ergänzen wollten. Am Samstagmorgen teilte ihr der Vorstand mit, der Brandschutzbeauftragte sei da gewesen, die Stellwände versperrten einen zweiten Ausgang und alles an der Ostwand müsse vor der Eröffnung abgehängt werden. Das waren 60 Fotografien, die kompletten 70er Jahre. Und die Menschen darauf kamen um elf, sie hat sie selbst abgenommen, eine nach der anderen, und mit dem Bild nach oben auf der Bühne gestapelt, wo sie niemand sehen würde. Dann fragte ein Mann, den sie nicht kannte, was in dem Stapel sei, hörte sich die ganze Geschichte an und ging hinaus zu seinem Transporter. Er kam mit acht Klappstaffeleien aus dem Hochzeitsgeschäft seiner Schwester zurück, und um fünf nach elf standen die kompletten 70er Jahre mitten im Raum. So daß die Leute um sie herumgehen mußten, was hinterher alle für die von vornherein bessere Lösung hielten.
reply_de_leading_fast_20	de	reply	leading	['fast']	de	0.9912109375	True	0.02631578947368421	1	38	False	[fast] Also, das Meeting ist auf elf verschoben, auf den Folien stehen noch die Zahlen vom letzten Quartal, Priya steht auf der Umgehungsstraße fest, und irgendjemand muss den Kunden anrufen, bevor er sich einwählt und das falsche Deck sieht.	Also, das Meeting ist auf L verschoben, auf den Folien stehen noch die Zahlen vom letzten Quartal. Priya steht auf der Umgehungsstraße fest und irgendjemand muss den Kunden anrufen, bevor er sich einwählt und das falsche Deck sieht.
reply_de_leading_happy_30	de	reply	leading	['happy']	de	1.0	True	0.025	1	40	False	[happy] Der Schrebergarten hat sich dieses Jahr endlich gelohnt. Wir kamen nach zwei Wochen zurück und rechneten mit einem Dschungel, stattdessen standen die Bohnen an den Stangen, die Tomaten waren von allein rot geworden, und die Nachbarn hatten ungefragt alles gegossen.	Der Schwebergarten hat sich dieses Jahr endlich gelohnt. Wir kamen nach zwei Wochen zurück und rechneten mit einem Dschungel. Stattdessen standen die Bohnen an den Stangen, die Tomaten waren von allein rot geworden und die Nachbarn hatten ungefragt alles gegossen.
small_pl_combined_fast_01	pl	small	combined	['fast', 'excited']	bg	0.303955078125	False	0.2857142857142857	2	7	False	[fast] [excited] Szybko, szybko, bo zaraz odjadą bez nas!	Siwko, siwko, bo zaraz odjadą bez nas.
small_pl_leading_whispers_01	pl	small	leading	['whispers']	sk	0.2587890625	False	0.8	4	5	False	[whispers] Tylko cicho, bo ją obudzisz.	Tylko ci się oboją budzisz.
small_pl_mid_sad_01	pl	small	mid	['sad']	pl	0.9814453125	True	0.1111111111111111	1	9	False	Chciałem ci to dać, ale [sad] już chyba za późno.	Chciałam ci to dać, ale już chyba za późno.
small_pl_multi_excited_01	pl	small	multi	['excited', 'angry']	ru	0.59033203125	False	0.08333333333333333	1	12	False	[excited] Dostałem bilety na koncert! [angry] No nie, a tu deszcz na cały weekend.	Zostawiam bilety na koncert. No nie, a tu deszcz na cały weekend.
small_pl_neutral_neutral_01	pl	small	neutral	[]	pl	0.96240234375	True	0.375	3	8	False	Sklep czynny jest codziennie od ósmej do dwudziestej.	Sklep przyny jest codziennie od 8 do 20.
reply_pl_per_sentence_angry_01	pl	reply	per_sentence	['angry', 'angry', 'sigh']	pl	0.98681640625	True	0.0	0	20	False	[angry] Znowu zostawiłeś brudne naczynia w zlewie. [angry] Mówiłam ci o tym chyba sto razy. [sigh] No dobrze, posprzątam, ale to ostatni raz.	Znowu zostawiłeś brudne naczynia w zlewie? Mówiłam ci o tym chyba sto razy. No dobrze, posprzątam, ale to ostatni raz.
small_pl_special_sigh_01	pl	small	special	['sigh']	pl	0.8544921875	True	0.6666666666666666	4	6	False	No trudno [sigh], jutro spróbujemy jeszcze raz.	Zmei jutwo, no jutwo spróbujemy jeszcze raz
small_pl_trailing_sigh_01	pl	small	trailing	['sigh']	pl	0.95751953125	True	0.0	0	6	False	No dobrze, posprzątam ten pokój sam [sigh].	No dobrze, posprzątam ten pokój sam.
small_pl_wrap_whispers_01	pl	small	wrap	['whispers']	pl	0.8642578125	True	0.375	3	8	False	Podaj mi [whispers] sól, tylko żeby mama nie słyszała.	Posłuchaj mi w sol, tylko żeby mama nie słyszała.
small_pl_combined_whispering_01_s2	pl	small	combined	['whispering', 'fearful']	pl	0.36865234375	True	0.7142857142857143	5	7	False	[whispering] [fearful] Ktoś chodzi po strychu, słyszysz te kroki?	Zoczysz ty też w suszusz te kroki?
small_pl_leading_excited_01	pl	small	leading	['excited']	pl	0.9052734375	True	1.2	6	5	False	[excited] No nie wierzę, wygraliśmy mecz!	Czas na syny i wieżę wygraliśmy mieć.
small_pl_mid_angry_01	pl	small	mid	['angry']	hr	0.5615234375	False	0.5714285714285714	4	7	False	Prosiłem grzecznie, a ty [angry] dalej swoje robisz.	Wreszcie to jest mszecznie, a ty dalej swoje robisz.
small_pl_multi_happy_01_s2	pl	small	multi	['happy', 'sad']	pl	0.400390625	True	0.5454545454545454	6	11	False	[happy] Wreszcie wakacje, jedziemy nad morze! [sad] A potem znowu te smutne poniedziałki.	że potem znowu te smutne poniedziałki.
small_pl_neutral_neutral_02	pl	small	neutral	[]	pl	0.9931640625	True	0.0	0	8	False	Przystanek autobusowy znajduje się tuż za rogiem ulicy.	Przystanek autobusowy znajduje się tuż za rogiem ulicy.
chapter_pl_arc_02	pl	chapter	per_sentence	['excited', 'happy', 'angry', 'sad', 'sigh', 'happy']	pl	0.998046875	True	0.028368794326241134	4	141	False	[excited] Od trzech miesięcy przygotowywaliśmy się do tego konkursu kulinarnego i wreszcie nadszedł wielki dzień. [happy] Nasza drużyna wstała o świcie, pełna energii i pomysłów na danie, które miało zachwycić jurorów. Kroiliśmy warzywa, mieszaliśmy sosy i śmialiśmy się przy tym jak dzieci, czując, że nic nas dziś nie powstrzyma. [angry] Niestety, na pół godziny przed końcem piekarnik nagle przestał grzać i nasza pieczeń została kompletnie surowa w środku. Krzyczałem na ten sprzęt, jakby mógł mnie usłyszeć i naprawić się ze strachu. [sad] Wydawało się, że cała nasza ciężka praca poszła na marne, a marzenie o wygranej właśnie się rozwiało. [sigh] Usiedliśmy zrezygnowani przy stole, patrząc na zimne danie i milcząc. Wtedy jednak nasza najmłodsza koleżanka zaproponowała, żeby z resztek zrobić zupełnie nową, prostą potrawę. [happy] Ku naszemu zdumieniu jurorzy zachwycili się tą improwizacją i przyznali nam drugie miejsce, a my zrozumieliśmy, że czasem porażka otwiera nowe drzwi.	Od sześć miesięcy przygotowywaliśmy się do tego konkursu kulinarnego i wreszcie nadszedł wielki dzień, że drużyna wstała o świcie pełna energii i pomysłów na danie, które miało zachwycić jurorów. Kroiliśmy warzywa, mieszaliśmy sosy i śmialiśmy się przy tym jak dzieci, czując, że nic nas dziś nie powstrzyma. Niestety, na pół godziny przed końcem piekarnik nagle przestał grzać i nasza piecień została kompletnie surowa w środku. Krzyczałem na ten sprzęt, jakby mógł mnie usłyszeć i naprawić się ze strachu. Wydawało się, że cała nasza ciężka praca poszła na marne, a marzenie o wygranej właśnie się rozwiało. Usiedliśmy zrezygnowani przy stole, patrząc na zimne danie i milcząc. Wtedy jednak nasza najmłodsza koleżanka zaproponowała, żeby z resztek zrobić zupełnie nową, prostą potrawę. Do naszemu zdumieniu jurorzy zachwycili się tą improwizacją i przyznali nam drugie miejsce, a my zrozumieliśmy, że czasem porażka otwiera nowe drzwi.
reply_pl_special_laugh_01	pl	reply	special	['laugh']	pl	0.986328125	True	0.09090909090909091	2	22	False	Opowiedział mi dowcip tak stary, że pamiętam go z podstawówki [laugh]. A i tak za każdym razem się śmieję, sam nie wiem czemu.	Widziły mi dowcip tak stary, zresztą pamiętam go z podstawówki, a i tak za każdym razem się śmieję, sam nie wiem czemu.
small_pl_trailing_surprised_01	pl	small	trailing	['surprised']	pl	0.9482421875	True	0.3333333333333333	2	6	False	Otworzyłem szafę, a tam pełno kotów [surprised].	Adwaryzuję szafę, tam pełno kotów.
small_pl_wrap_soft_01	pl	small	wrap	['soft']	pl	0.97509765625	True	0.0	0	7	False	To był taki [soft] cichutki dźwięk, ledwo słyszalny.	To był taki cichutki dźwięk, ledwo słyszalny.
small_pl_combined_hurrytone_01_s2	pl	small	combined	['in a hurry tone', 'angry']	pl	0.9501953125	True	0.5	4	8	False	[in a hurry tone] [angry] Dawaj kurtkę i ruszamy, spóźnimy się przez ciebie!	Co moc dałaś hurtkę i ruszamy. Spóźnimy się przez ciebie.
reply_pl_leading_sad_01	pl	reply	leading	['sad']	pl	0.982421875	True	0.0	0	21	False	[sad] Wiesz, trochę mi przykro z tego powodu. Liczyłem, że jednak przyjdziesz na moje urodziny. Ale rozumiem, że masz dużo na głowie.	Wiesz, trochę mi przykro z tego powodu. Liczyłem, że jednak przyjdziesz na moje urodziny, ale rozumiem, że masz dużo na głowie.
reply_pl_mid_surprised_01	pl	reply	mid	['surprised']	pl	0.98681640625	True	0.05263157894736842	1	19	False	Szliśmy spokojnie przez park, rozmawiając o pogodzie. I [surprised] nagle z krzaków wyskoczył ogromny pies. Na szczęście okazał się przyjazny.	Staliśmy spokojnie przez park rozmawiając o pogodzie i nagle z krzaków wyskoczył ogromny pies. Na szczęście okazał się przyjazny.
small_pl_multi_surprised_01_s2	pl	small	multi	['surprised', 'happy', 'sad']	pl	0.9609375	True	0.23076923076923078	3	13	False	[surprised] Co, urodziny dzisiaj? [happy] To świetnie, robimy tort! [sad] Szkoda, że babci już nie ma.	Ku! I rodzinie dzisiaj? To świetnie, robimy tort. Szkoda, że babci już nie ma.
small_pl_neutral_neutral_03	pl	small	neutral	[]	pl	0.99560546875	True	0.3333333333333333	3	9	False	W lodówce został jeszcze kawałek sera i trochę masła.	W cyplizie o lodówce został jeszcze kawałek syra i trochę masła.
