id	scale	lang	placement	tags	text	wav	n_samples	sample_rate	seconds
reply_pl_leading_excited_20	reply	pl	leading	excited	[excited] Decyzja przyszła dziś rano, pocztą, w takiej cienkiej kopercie. Przez trzy tygodnie byłem przekonany, że cienka koperta oznacza odmowę. Tym razem nie.	pl/reply_pl_leading_excited_20.wav	329728	44100	7.477
reply_pl_mid_excited_20	reply	pl	mid	excited	Byliśmy w połowie drugiego setu, kiedy zupełnie padł dźwięk, a potem [excited] cała publiczność po prostu sama pociągnęła refren dalej. Dwa tysiące osób, bez jednego mikrofonu.	pl/reply_pl_mid_excited_20.wav	411648	44100	9.334
reply_pl_multi_fear_relief_20	reply	pl	multi	fearful,surprised,happy	[fearful] Nie mogłam go znaleźć nigdzie w parku, ani przy huśtawkach, ani przy stawie. [surprised] Potem jakaś kobieta klepnęła mnie w ramię i pokazała na muszlę koncertową. [happy] Stał tam na górze i dyrygował niewidzialną orkiestrą, całkowicie zadowolony i zupełnie nieświadomy.	pl/reply_pl_multi_fear_relief_20.wav	589824	44100	13.375
reply_pl_neutral_21	reply	pl	neutral		Mąkę dodawać w trzech partiach i mieszać delikatnie, nie ubijać. Ciasto może na końcu wyglądać jeszcze lekko niejednolicie. Zbyt długie mieszanie na tym etapie sprawia, że gotowe ciasto jest zbite.	pl/reply_pl_neutral_21.wav	464896	44100	10.542
reply_pl_per_sentence_humour_20	reply	pl	per_sentence	chuckle,sigh,laugh	[chuckle] W tym roku postanowiłem, że sam złożę te meble, przecież to nie może być trudne. [sigh] Cztery godziny później miałem szafę z drzwiami do środka. [laugh] I dwie śruby zostały, o których świadomie postanowiłem nie myśleć.	pl/reply_pl_per_sentence_humour_20.wav	534528	44100	12.121
reply_pl_special_chuckle_20	reply	pl	special	chuckle	Mój ojciec przez cały urlop upierał się, że nie potrzebuje mapy, że jedziemy absolutnie dobrze [chuckle] i wylądowaliśmy w zupełnie innym kraju niż ten, który zarezerwowaliśmy.	pl/reply_pl_special_chuckle_20.wav	434176	44100	9.845
reply_pl_trailing_laugh_20	reply	pl	trailing	laugh	Przez czterdzieści minut szukałam okularów po całym mieszkaniu, każdy pokój po dwa razy, nawet kosz na pranie, a potem zobaczyłam swoje odbicie w lustrze w przedpokoju. Cały czas miałam je na głowie. [laugh]	pl/reply_pl_trailing_laugh_20.wav	460800	44100	10.449
reply_pl_combined_softwhisper_30	reply	pl	combined	soft,whisper in a small voice	[soft] [whisper in a small voice] Zapytał, czy pies będzie jeszcze, kiedy on się obudzi, a ja miałam jakieś pół sekundy, żeby zdecydować, na jaką odpowiedź to pytanie zasługuje.	pl/reply_pl_combined_softwhisper_30.wav	331776	44100	7.523
reply_pl_leading_sad_20	reply	pl	leading	sad	[sad] Pojechałam jeszcze raz do starego mieszkania po ostatnie pudło. Ktoś już przemalował kuchnię. To głupie, ale stojąc w tych drzwiach zrozumiałam, że tak naprawdę nigdy się z tym miejscem nie pożegnałam.	pl/reply_pl_leading_sad_20.wav	505856	44100	11.471
reply_pl_mid_sad_20	reply	pl	mid	sad	Trzymał sklep otwarty przez całą zimę, a [sad] ostatniego dnia wypolerował każdą powierzchnię, zanim odwrócił tabliczkę. Czterdzieści jeden lat, i chciał, żeby wyglądało porządnie dla tego, kto przyjdzie po nim.	pl/reply_pl_mid_sad_20.wav	522240	44100	11.842
reply_pl_multi_disbelief_20	reply	pl	multi	surprised,laugh,happy	[surprised] Wyczytali moje nazwisko, a ja naprawdę myślałem, że to pomyłka. [laugh] Faktycznie się odwróciłem sprawdzić, czy nie stoi za mną drugi Tomek. [happy] Nie stał. To było moje nazwisko, na dyplomie też.	pl/reply_pl_multi_disbelief_20.wav	548864	44100	12.446
reply_pl_neutral_22	reply	pl	neutral		Peron w kierunku północnym jest zamknięty z powodu remontu do końca miesiąca. Pociągi odjeżdżają z toru czwartego, a winda na kładkę jest nieczynna. Dojście bez schodów prowadzi bocznym wejściem od ulicy Młyńskiej.	pl/reply_pl_neutral_22.wav	512000	44100	11.610
chapter_pl_arc_20	chapter	pl	per_sentence	soft,fearful,trembling voice,surprised,happy	[soft] Latarnia była zautomatyzowana od jedenastu lat, ale w domku latarnika wciąż stały stare meble, i każdej wiosny ktoś z fundacji przypływał sprawdzić dach i przewietrzyć pokoje. [soft] Tamtego roku była to Ruta, bo nikt inny nie chciał się wybierać łodzią, i wylądowała płaskim szarym rankiem, kiedy morze prawie się nie ruszało. [fearful] Drugiego popołudnia znalazła dziennik, wciśnięty za spuchniętą szufladę, a ostatni wpis nosił datę trzy tygodnie po dniu, w którym latarnia miała już stać pusta. [trembling voice] Pismo u góry strony było jeszcze spokojne, a na dole zdecydowanie mniej spokojne, i opisywało noc takiej pogody, jakiej według zapisów z lądu nigdy nie było. [fearful] Przeczytała wpis dwa razy, odłożyła zeszyt i bardzo wyraźnie uświadomiła sobie, jak daleko jest łódź i że jedynym innym dźwiękiem są mewy. [surprised] Potem przewróciła stronę i znalazła drugi charakter pisma, staranny i bez pośpiechu, wyjaśniający, że pierwszym piszącym był jej dziadek, że sztorm rzeczywiście się wydarzył, a ląd po prostu zgubił dokumentację. [happy] Ruta siedziała na progu z otwartą księgą na kolanach, dopóki nie zaczęło się ściemniać, i czytała człowieka, którego nigdy nie poznała, opisującego morze, które sama tego ranka przepłynęła. Dach, uznała, może poczekać jeszcze jeden dzień.	pl/chapter_pl_arc_20.wav	2996224	44100	67.942
reply_pl_special_breath_30	reply	pl	special	breathing heavily	Ostatni kilometr przebiegłem stanowczo za szybko, bo widziałem zegar nad metą, i minąłem ją z dziewięcioma sekundami zapasu [breathing heavily] a potem przez jakąś minutę nie byłem w stanie z nikim rozmawiać.	pl/reply_pl_special_breath_30.wav	499712	44100	11.331
reply_pl_trailing_happy_20	reply	pl	trailing	happy	Nauczyła się całego utworu ze słuchu przez jeden weekend, a potem zagrała go przy kolacji, nie mówiąc nikomu, że ćwiczyła. Jej dziadek nie powiedział ani słowa, siedział tylko z ręką przy ustach. [happy]	pl/reply_pl_trailing_happy_20.wav	499712	44100	11.331
reply_pl_leading_angry_20	reply	pl	leading	angry	[angry] Skasowali cały projekt dwulinijkowym mailem. Osiem miesięcy pracy, cztery osoby, i nikt nie uznał, że należy się rozmowa. Nie chodzi mi o samą decyzję, chodzi mi o tchórzostwo.	pl/reply_pl_leading_angry_20.wav	462848	44100	10.495
reply_pl_mid_angry_20	reply	pl	mid	angry	Prosiłam o ten raport w poniedziałek, prosiłam jeszcze raz w środę, i [angry] dziś rano dowiaduję się, że był gotowy od początku i leżał w czyichś kopiach roboczych. To nie jest problem z terminami.	pl/reply_pl_mid_angry_20.wav	452608	44100	10.263
reply_pl_multi_tense_hopeful_30	reply	pl	multi	trembling voice,soft,excited	[trembling voice] Silnik nie chciał zapalić, a byliśmy czterdzieści kilometrów od najbliższego miasteczka. [soft] Usiadłem na zderzaku i próbowałem spokojnie to przemyśleć. [excited] A potem zza zakrętu wyjechał rolnik z kablami rozruchowymi na siedzeniu pasażera.	pl/reply_pl_multi_tense_hopeful_30.wav	610304	44100	13.839
chapter_pl_arc_21	chapter	pl	per_sentence	excited,angry,sad,soft,happy	[excited] Piekarnia otworzyła się we wtorek bez szyldu nad drzwiami, bo szyld się spóźnił, a o dziewiątej rano kolejka i tak sięgała do rogu. [excited] Wieść chodziła po osiedlu od dwóch tygodni, a połowa ludzi w tej kolejce widziała przez okno, jak Dembe co wieczór po swojej zmianie szoruje to miejsce. [angry] O jedenastej przyszedł inspektor z urzędu i oznajmił, że wentylacja nie ma odbioru, że dokumenty obiecane mu w marcu nigdy nie zostały złożone, i że musi zamknąć. [angry] Dembe spokojnie zauważył, że dzwonił do urzędu sześć razy, że ma segregator z datowanymi pismami, i że kolejka na zewnątrz w tym czasie dalej rośnie. [sad] Nic to nie dało. Wyłączył piec w południe, wyszedł na chodnik i wyjaśnił jakimś sześćdziesięciu osobom, że jednak nie będzie chleba. [soft] Starsza pani z przodu powiedziała, że w takim razie przyjdzie w czwartek, a mężczyzna za nią powiedział to samo, i tak poszło wzdłuż całej kolejki, aż ulica ucichła. [soft] Popołudnie spędził wśród stygnących blach, z otwartym segregatorem przed sobą, pisząc siódme pismo, staranniej niż pierwszych sześć. [happy] Odbiór przyszedł w piątek następnego tygodnia, a kiedy w sobotę rano otworzył drzwi, kolejka już stała, i była dłuższa.	pl/chapter_pl_arc_21.wav	2856960	44100	64.784
reply_pl_trailing_trembling_20	reply	pl	trailing	trembling voice	Miałem całą mowę spisaną, ćwiczyłem ją w samochodzie, a potem wstałem, spojrzałem na nich wszystkich patrzących na mnie i każde jedno słowo wyleciało mi z głowy. [trembling voice]	pl/reply_pl_trailing_trembling_20.wav	405504	44100	9.195
reply_pl_leading_soft_20	reply	pl	leading	soft	[soft] Zasnęła jakieś dziesięć minut po rozpoczęciu filmu, wciąż z pilotem w ręce. Nie chciałem jej budzić, więc tylko ściszyłem i obejrzałem resztę sam.	pl/reply_pl_leading_soft_20.wav	313344	44100	7.105
reply_pl_mid_gasp_20	reply	pl	mid	gasp	Sięgnął na samo dno skrzynki po klucz i [gasp] wyciągnął zegarek swojego dziadka, ten, który rodzina uznała za zaginiony przy przeprowadzce trzydzieści lat temu.	pl/reply_pl_mid_gasp_20.wav	423936	44100	9.613
chapter_pl_arc_22	chapter	pl	per_sentence	soft,sad,angry,trembling voice,happy	[soft] Moja babcia zachowała każdy list, który dziadek przysłał jej z morza, po kolei, w puszce po ciastkach, która do końca swoich dni pachniała lekko imbirem. [soft] Czytała je na zmianę, po kilka każdej zimy, i nigdy żadnego nikomu nie przeczytała na głos. [sad] Kiedy umarła, puszka trafiła do mojej ciotki, a ciotka wstawiła ją razem z meblami do magazynu pod Warszawą, a potem magazyn opróżniono. [angry] Nikt nas nie zawiadomił. Firma wysłała zawiadomienie na adres, który ciotka opuściła cztery lata wcześniej, odczekała ustawowy termin i zutylizowała zawartość całkowicie zgodnie z prawem. [angry] Spędziłem tydzień na telefonach, słuchając uprzejmie i wielokrotnie, że wszystko odbyło się prawidłowo, co było prawdą i nie pomagało zupełnie. [trembling voice] Nie mogłem przejść nad tym do porządku, że te listy przetrwały dwie wojny, dziewięć przeprowadzek i powódź, a przepadły przez nieotwartą kopertę. [soft] A potem w marcu moja kuzynka znalazła cztery z nich w śpiewniku, który trafił do innej krewnej, nieprzeczytane, wsunięte płasko pod tylną okładkę. [happy] Cztery z pewnie dwustu. Jeszcze tego samego popołudnia sfotografowaliśmy każdą stronę, zgraliśmy wszystko w dwóch miejscach i wysłaliśmy wydruk każdemu w rodzinie, kto mógłby go chcieć.	pl/chapter_pl_arc_22.wav	3031040	44100	68.731
reply_pl_trailing_soft_20	reply	pl	trailing	soft	Wracaliśmy drogą wzdłuż portu, łodzie cicho uderzały o pomosty, i żadne z nas długo nic nie mówiło. Nie trzeba było. [soft]	pl/reply_pl_trailing_soft_20.wav	319488	44100	7.245
reply_pl_leading_fearful_20	reply	pl	leading	fearful	[fearful] Na całej ulicy naraz zgasło światło. Żadnego szumu lodówki, żadnych latarni, zupełnie nic. A potem usłyszałam, jak otwiera się furtka, i przypomniałam sobie, że ją zamykałam.	pl/reply_pl_leading_fearful_20.wav	456704	44100	10.356
reply_pl_mid_soft_20	reply	pl	mid	soft	Położna pokazała nam, jak go trzymać, jedna dłoń pod główką, a [soft] potem wszyscy wyszli z sali i po raz pierwszy byliśmy we trójkę.	pl/reply_pl_mid_soft_20.wav	364544	44100	8.266
chapter_pl_arc_23	chapter	pl	per_sentence	fearful,fast,surprised,soft,laugh	[fearful] Alarm przeciwpożarowy włączył się o czwartej nad ranem, w hotelu, w którym nikt z nas nie mówił w miejscowym języku, a oznaczenia na korytarzu były, delikatnie mówiąc, niejednoznaczne. [fast] Otworzyłem drzwi, wyciągnąłem brata z drugiego łóżka, złapałem paszporty z biurka, bo najwyraźniej moje ręce uznały, że to jest teraz najważniejsze, i zeszliśmy jedenaście pięter boso. [fast] Pół budynku stało już na parkingu, owinięte w kołdry, i nikt nie mógł znaleźć nikogo z obsługi, kogo dałoby się zapytać. [surprised] Po jakichś dwudziestu minutach wyszła bardzo spokojna pracowniczka i wyjaśniła starannym angielskim, że gość z czwartego piętra palił pod czujnikiem, i że w żadnym momencie się nie paliło. [soft] Zapadła długa cisza, w której czterysta osób to przetwarzało. [soft] Potem ktoś z tyłu zaczął się śmiać, i w jakieś dziesięć sekund rozeszło się to po całym parkingu. [laugh] Mój brat spojrzał na to, co trzyma w ręce, czyli na pilota od telewizora, i nie potrafił wyjaśnić ani mnie, ani sobie, po co go zabrał.	pl/chapter_pl_arc_23.wav	2299904	44100	52.152
reply_pl_trailing_surprised_30	reply	pl	trailing	surprised	Zarezerwowaliśmy najtańszy pokój w całym obiekcie, na samym tyle, bez widoku, bez balkonu. Przy zameldowaniu bez słowa dali nam wyższy standard, a zorientowałem się dopiero, kiedy odsunąłem zasłony. [surprised]	pl/reply_pl_trailing_surprised_30.wav	512000	44100	11.610
reply_pl_leading_whispers_20	reply	pl	leading	whispers	[whispers] Jeszcze się nie ruszaj. Na skraju polany stoi sarna, zaraz za tą przewróconą brzozą, i jeszcze nas nie zauważyła. Jeśli będziemy zupełnie cicho, może wyjdzie za nią młode.	pl/reply_pl_leading_whispers_20.wav	409600	44100	9.288
reply_pl_mid_chuckle_30	reply	pl	mid	chuckle	Upierał się, że sam naprawił kran, pokazał mi nawet paragon za części, i [chuckle] w momencie, w którym go odkręciłam, całość została mi w ręce i trafiła w sufit.	pl/reply_pl_mid_chuckle_30.wav	419840	44100	9.520
chapter_pl_arc_24	chapter	pl	per_sentence	soft,excited,angry,sad,happy	[soft] Świetlica była zarezerwowana pod wystawę od stycznia, jedna długa sala ze złym oświetleniem i podłogą, która widziała czterdzieści lat badmintona. [excited] Priya przez trzy miesiące zbierała fotografie, chodziła od drzwi do drzwi i pożyczała albumy od ludzi, którzy nigdy nikomu spoza rodziny ich nie pokazywali. [excited] Do piątku na ścianach wisiało dwieście jedenaście odbitek, ułożonych dekadami, a na końcu stał stół dla każdego, kto chciał dopisać ołówkiem podpis. [angry] W sobotę rano zarząd świetlicy oznajmił jej, że był inspektor przeciwpożarowy, że plansze zasłaniają drugie wyjście i że wszystko ze ściany wschodniej musi zniknąć przed otwarciem. [angry] To było sześćdziesiąt fotografii, całe lata siedemdziesiąte, a ludzie z tych zdjęć przychodzili na jedenastą. [sad] Zdjęła je sama, jedną po drugiej, i ułożyła w stos na scenie, licem do góry, tam gdzie nikt ich nie zobaczy. [soft] Potem jakiś nieznajomy zapytał, co jest w tym stosie, wysłuchał całej historii i wyszedł do swojego busa. [happy] Wrócił z ośmioma składanymi sztalugami z firmy ślubnej swojej siostry, i pięć po jedenastej całe lata siedemdziesiąte stały na środku sali, tak że ludzie musieli je obchodzić, co wszyscy uznali potem za rozwiązanie od początku lepsze.	pl/chapter_pl_arc_24.wav	3010560	44100	68.267
reply_pl_leading_sarcastic_20	reply	pl	leading	sarcastic	[sarcastic] Doskonałe wyczucie czasu. Ogrzewanie wysiada dokładnie w tygodniu, w którym robi się zimno, hydraulik może najwcześniej w czwartek, a infolinia alarmowa odtwarza mi komunikat o tym, jak bardzo mnie sobie cenią.	pl/reply_pl_leading_sarcastic_20.wav	522240	44100	11.842
reply_pl_mid_whispers_31	reply	pl	mid	whispers	Weszliśmy do zakrystii, żeby przeczekać deszcz, i [whispers] okazało się, że w środku ktoś już od godziny ćwiczy na organach, zupełnie sam, przy zgaszonych światłach.	pl/reply_pl_mid_whispers_31.wav	434176	44100	9.845
reply_pl_leading_fast_20	reply	pl	leading	fast	[fast] Dobra, słuchaj, spotkanie przesunięte na jedenastą, na slajdach dalej są liczby z zeszłego kwartału, Priya stoi na obwodnicy, i ktoś musi uprzedzić klienta, zanim się połączy i zobaczy nie tę prezentację.	pl/reply_pl_leading_fast_20.wav	528384	44100	11.981
reply_pl_leading_happy_30	reply	pl	leading	happy	[happy] Działka w tym roku wreszcie się opłaciła. Wróciliśmy po dwóch tygodniach, spodziewając się dżungli, a tam fasola weszła na tyczki, pomidory same się zaczerwieniły, a sąsiedzi bez proszenia wszystko podlewali.	pl/reply_pl_leading_happy_30.wav	509952	44100	11.564
reply_pl_leading_soft_31	reply	pl	leading	soft	[soft] Zostawiła klucze na parapecie, tak jak zawsze, i list oparty o czajnik. Nie było w nim nic dramatycznego, po prostu podziękowanie za wszystkie te lata i prośba, żeby podlewać fikusa.	pl/reply_pl_leading_soft_31.wav	505856	44100	11.471
